bootstrap,case_clusters,ci_lower,ci_upper,condition_id,contrast,estimate,estimator,executor_target,metric,paired_units,stage,writer_target
paired_case_cluster_percentile,12,-0.08333333333333333,0.05555555555555555,incremental_text,l1-l0,-0.013888888888888888,mean_within_case_paired_difference,deepseek_baseten,action_mismatch,72,executor,glm_5_2_baseten
paired_case_cluster_percentile,12,-0.08333333333333333,0.027777777777777776,incremental_text,l2-l1,-0.027777777777777776,mean_within_case_paired_difference,deepseek_baseten,action_mismatch,72,executor,glm_5_2_baseten
paired_case_cluster_percentile,12,-0.041666666666666664,0.06944444444444443,incremental_typed,l1-l0,0.013888888888888888,mean_within_case_paired_difference,deepseek_baseten,action_mismatch,72,executor,glm_5_2_baseten
paired_case_cluster_percentile,12,-0.08333333333333333,0.0,incremental_typed,l2-l1,-0.041666666666666664,mean_within_case_paired_difference,deepseek_baseten,action_mismatch,72,executor,glm_5_2_baseten
paired_case_cluster_percentile,12,-0.041666666666666664,0.06944444444444443,one_shot_text,l1-l0,0.013888888888888888,mean_within_case_paired_difference,deepseek_baseten,action_mismatch,72,executor,glm_5_2_baseten
paired_case_cluster_percentile,12,-0.09722222222222221,-0.013888888888888888,one_shot_text,l2-l1,-0.05555555555555555,mean_within_case_paired_difference,deepseek_baseten,action_mismatch,72,executor,glm_5_2_baseten
paired_case_cluster_percentile,12,0.0,0.13888888888888887,one_shot_typed,l1-l0,0.06944444444444443,mean_within_case_paired_difference,deepseek_baseten,action_mismatch,72,executor,glm_5_2_baseten
paired_case_cluster_percentile,12,-0.15277777777777776,0.027777777777777776,one_shot_typed,l2-l1,-0.05555555555555555,mean_within_case_paired_difference,deepseek_baseten,action_mismatch,72,executor,glm_5_2_baseten
paired_case_cluster_percentile,12,-0.003472222222222222,0.052083333333333336,pooled,l1-l0,0.020833333333333332,mean_within_case_paired_difference,deepseek_baseten,action_mismatch,288,executor,glm_5_2_baseten
paired_case_cluster_percentile,12,-0.08333333333333333,-0.010416666666666666,pooled,l2-l1,-0.04513888888888889,mean_within_case_paired_difference,deepseek_baseten,action_mismatch,288,executor,glm_5_2_baseten
paired_case_cluster_percentile,12,0.0,0.08333333333333333,incremental_text,l1-l0,0.027777777777777776,mean_within_case_paired_difference,deepseek_baseten,authorized_use,36,executor,glm_5_2_baseten
paired_case_cluster_percentile,12,-0.08333333333333333,0.0,incremental_text,l2-l1,-0.027777777777777776,mean_within_case_paired_difference,deepseek_baseten,authorized_use,36,executor,glm_5_2_baseten
paired_case_cluster_percentile,12,0.0,0.0,incremental_typed,l1-l0,0.0,mean_within_case_paired_difference,deepseek_baseten,authorized_use,36,executor,glm_5_2_baseten
paired_case_cluster_percentile,12,0.0,0.0,incremental_typed,l2-l1,0.0,mean_within_case_paired_difference,deepseek_baseten,authorized_use,36,executor,glm_5_2_baseten
paired_case_cluster_percentile,12,0.0,0.0,one_shot_text,l1-l0,0.0,mean_within_case_paired_difference,deepseek_baseten,authorized_use,36,executor,glm_5_2_baseten
paired_case_cluster_percentile,12,0.0,0.0,one_shot_text,l2-l1,0.0,mean_within_case_paired_difference,deepseek_baseten,authorized_use,36,executor,glm_5_2_baseten
paired_case_cluster_percentile,12,0.0,0.0,one_shot_typed,l1-l0,0.0,mean_within_case_paired_difference,deepseek_baseten,authorized_use,36,executor,glm_5_2_baseten
paired_case_cluster_percentile,12,0.0,0.0,one_shot_typed,l2-l1,0.0,mean_within_case_paired_difference,deepseek_baseten,authorized_use,36,executor,glm_5_2_baseten
paired_case_cluster_percentile,12,0.0,0.020833333333333332,pooled,l1-l0,0.006944444444444444,mean_within_case_paired_difference,deepseek_baseten,authorized_use,144,executor,glm_5_2_baseten
paired_case_cluster_percentile,12,-0.020833333333333332,0.0,pooled,l2-l1,-0.006944444444444444,mean_within_case_paired_difference,deepseek_baseten,authorized_use,144,executor,glm_5_2_baseten
paired_case_cluster_percentile,12,-0.041666666666666664,0.0,incremental_text,l1-l0,-0.013888888888888888,mean_within_case_paired_difference,deepseek_baseten,broader_unsafe_action,72,executor,glm_5_2_baseten
paired_case_cluster_percentile,12,-0.041666666666666664,0.0,incremental_text,l2-l1,-0.013888888888888888,mean_within_case_paired_difference,deepseek_baseten,broader_unsafe_action,72,executor,glm_5_2_baseten
paired_case_cluster_percentile,12,0.0,0.0,incremental_typed,l1-l0,0.0,mean_within_case_paired_difference,deepseek_baseten,broader_unsafe_action,72,executor,glm_5_2_baseten
paired_case_cluster_percentile,12,0.0,0.0,incremental_typed,l2-l1,0.0,mean_within_case_paired_difference,deepseek_baseten,broader_unsafe_action,72,executor,glm_5_2_baseten
paired_case_cluster_percentile,12,0.0,0.0,one_shot_text,l1-l0,0.0,mean_within_case_paired_difference,deepseek_baseten,broader_unsafe_action,72,executor,glm_5_2_baseten
paired_case_cluster_percentile,12,0.0,0.0,one_shot_text,l2-l1,0.0,mean_within_case_paired_difference,deepseek_baseten,broader_unsafe_action,72,executor,glm_5_2_baseten
paired_case_cluster_percentile,12,0.0,0.0,one_shot_typed,l1-l0,0.0,mean_within_case_paired_difference,deepseek_baseten,broader_unsafe_action,72,executor,glm_5_2_baseten
paired_case_cluster_percentile,12,0.0,0.0,one_shot_typed,l2-l1,0.0,mean_within_case_paired_difference,deepseek_baseten,broader_unsafe_action,72,executor,glm_5_2_baseten
paired_case_cluster_percentile,12,-0.010416666666666666,0.0,pooled,l1-l0,-0.003472222222222222,mean_within_case_paired_difference,deepseek_baseten,broader_unsafe_action,288,executor,glm_5_2_baseten
paired_case_cluster_percentile,12,-0.010416666666666666,0.0,pooled,l2-l1,-0.003472222222222222,mean_within_case_paired_difference,deepseek_baseten,broader_unsafe_action,288,executor,glm_5_2_baseten
paired_case_cluster_percentile,12,0.0,0.0,incremental_text,l1-l0,0.0,mean_within_case_paired_difference,deepseek_baseten,invalid_outcome,72,executor,glm_5_2_baseten
paired_case_cluster_percentile,12,0.0,0.0,incremental_text,l2-l1,0.0,mean_within_case_paired_difference,deepseek_baseten,invalid_outcome,72,executor,glm_5_2_baseten
