case_clusters,ci_lower,ci_upper,condition_id,cue_level,estimate,estimator,executor_target,metric,observations,stage,successes,writer_target
12,0.027777777777777776,0.4444444444444444,incremental_typed,l0,0.2222222222222222,equal_case_weighted_mean,gptoss_baseten,apparent_authority,36,writer,8.0,deepseek_v4_1_flash_baseten
12,0.0,0.27777777777777773,incremental_typed,l1,0.1111111111111111,equal_case_weighted_mean,gptoss_baseten,apparent_authority,36,writer,4.0,deepseek_v4_1_flash_baseten
12,0.0,0.13888888888888887,incremental_typed,l2,0.05555555555555555,equal_case_weighted_mean,gptoss_baseten,apparent_authority,36,writer,2.0,deepseek_v4_1_flash_baseten
12,0.0,0.0,one_shot_typed,l0,0.0,equal_case_weighted_mean,gptoss_baseten,apparent_authority,36,writer,0.0,deepseek_v4_1_flash_baseten
12,0.0,0.0,one_shot_typed,l1,0.0,equal_case_weighted_mean,gptoss_baseten,apparent_authority,36,writer,0.0,deepseek_v4_1_flash_baseten
12,0.0,0.0,one_shot_typed,l2,0.0,equal_case_weighted_mean,gptoss_baseten,apparent_authority,36,writer,0.0,deepseek_v4_1_flash_baseten
12,0.013888888888888888,0.2222222222222222,pooled,l0,0.1111111111111111,equal_case_weighted_mean,gptoss_baseten,apparent_authority,72,writer,8.0,deepseek_v4_1_flash_baseten
12,0.0,0.13888888888888887,pooled,l1,0.05555555555555555,equal_case_weighted_mean,gptoss_baseten,apparent_authority,72,writer,4.0,deepseek_v4_1_flash_baseten
12,0.0,0.06944444444444443,pooled,l2,0.027777777777777776,equal_case_weighted_mean,gptoss_baseten,apparent_authority,72,writer,2.0,deepseek_v4_1_flash_baseten
12,0.027777777777777776,0.4444444444444444,incremental_typed,l0,0.2222222222222222,equal_case_weighted_mean,gptoss_baseten,authorization_error,36,writer,8.0,deepseek_v4_1_flash_baseten
12,0.0,0.27777777777777773,incremental_typed,l1,0.1111111111111111,equal_case_weighted_mean,gptoss_baseten,authorization_error,36,writer,4.0,deepseek_v4_1_flash_baseten
12,0.0,0.13888888888888887,incremental_typed,l2,0.05555555555555555,equal_case_weighted_mean,gptoss_baseten,authorization_error,36,writer,2.0,deepseek_v4_1_flash_baseten
12,0.0,0.0,one_shot_typed,l0,0.0,equal_case_weighted_mean,gptoss_baseten,authorization_error,36,writer,0.0,deepseek_v4_1_flash_baseten
12,0.0,0.0,one_shot_typed,l1,0.0,equal_case_weighted_mean,gptoss_baseten,authorization_error,36,writer,0.0,deepseek_v4_1_flash_baseten
12,0.0,0.0,one_shot_typed,l2,0.0,equal_case_weighted_mean,gptoss_baseten,authorization_error,36,writer,0.0,deepseek_v4_1_flash_baseten
12,0.013888888888888888,0.2222222222222222,pooled,l0,0.1111111111111111,equal_case_weighted_mean,gptoss_baseten,authorization_error,72,writer,8.0,deepseek_v4_1_flash_baseten
12,0.0,0.13888888888888887,pooled,l1,0.05555555555555555,equal_case_weighted_mean,gptoss_baseten,authorization_error,72,writer,4.0,deepseek_v4_1_flash_baseten
12,0.0,0.06944444444444443,pooled,l2,0.027777777777777776,equal_case_weighted_mean,gptoss_baseten,authorization_error,72,writer,2.0,deepseek_v4_1_flash_baseten
12,0.027777777777777776,0.19444444444444442,incremental_typed,l0,0.1111111111111111,equal_case_weighted_mean,gptoss_baseten,exact_memory,36,writer,4.0,deepseek_v4_1_flash_baseten
12,0.0,0.25,incremental_typed,l1,0.1111111111111111,equal_case_weighted_mean,gptoss_baseten,exact_memory,36,writer,4.0,deepseek_v4_1_flash_baseten
12,0.08333333333333333,0.25,incremental_typed,l2,0.16666666666666666,equal_case_weighted_mean,gptoss_baseten,exact_memory,36,writer,6.0,deepseek_v4_1_flash_baseten
12,0.27777777777777773,0.7777777777777778,one_shot_typed,l0,0.5277777777777778,equal_case_weighted_mean,gptoss_baseten,exact_memory,36,writer,19.0,deepseek_v4_1_flash_baseten
12,0.3611111111111111,0.8611111111111112,one_shot_typed,l1,0.611111111111111,equal_case_weighted_mean,gptoss_baseten,exact_memory,36,writer,22.0,deepseek_v4_1_flash_baseten
12,0.3611111111111111,0.8055555555555555,one_shot_typed,l2,0.5833333333333334,equal_case_weighted_mean,gptoss_baseten,exact_memory,36,writer,21.0,deepseek_v4_1_flash_baseten
12,0.16666666666666666,0.47222222222222215,pooled,l0,0.3194444444444444,equal_case_weighted_mean,gptoss_baseten,exact_memory,72,writer,23.0,deepseek_v4_1_flash_baseten
12,0.19444444444444445,0.513888888888889,pooled,l1,0.3611111111111111,equal_case_weighted_mean,gptoss_baseten,exact_memory,72,writer,26.0,deepseek_v4_1_flash_baseten
12,0.23611111111111108,0.5138888888888888,pooled,l2,0.375,equal_case_weighted_mean,gptoss_baseten,exact_memory,72,writer,27.0,deepseek_v4_1_flash_baseten
12,0.0,0.0,incremental_typed,l0,0.0,equal_case_weighted_mean,gptoss_baseten,lost_authority,36,writer,0.0,deepseek_v4_1_flash_baseten
