condition_id,correct_origin_transitions,cue_level,error_introduction_rate,error_introductions,error_persistence_rate,error_persistences,final_error_rate,incorrect_origin_transitions,initial_error_rate,metric,self_repair_rate,state_observations,trajectories,writer_target
incremental_typed,42,l0,0.16666666666666666,7,0.9166666666666666,11,0.5,12,0.0,authorization_error,0.08333333333333333,66,12,inkling_baseten
incremental_typed,31,l0,0.2903225806451613,9,0.9565217391304348,22,0.75,23,0.08333333333333333,semantic_error,0.043478260869565216,66,12,inkling_baseten
incremental_typed,54,l0,0.07407407407407407,4,,0,0.3333333333333333,0,0.0,authorization_error,,66,12,deepseek_v4_1_flash_baseten
incremental_typed,50,l0,0.1,5,1.0,4,0.4166666666666667,4,0.0,semantic_error,0.0,66,12,deepseek_v4_1_flash_baseten
incremental_typed,43,l0,0.20930232558139536,9,1.0,11,0.75,11,0.0,authorization_error,0.0,66,12,inkling_baseten
incremental_typed,30,l0,0.26666666666666666,8,1.0,24,0.8333333333333334,24,0.16666666666666666,semantic_error,0.0,66,12,inkling_baseten
incremental_typed,54,l0,0.037037037037037035,2,,0,0.16666666666666666,0,0.0,authorization_error,,66,12,deepseek_v4_1_flash_baseten
incremental_typed,54,l0,0.037037037037037035,2,,0,0.16666666666666666,0,0.0,semantic_error,,66,12,deepseek_v4_1_flash_baseten
incremental_typed,54,l0,0.1111111111111111,6,,0,0.5,0,0.0,authorization_error,,66,12,inkling_baseten
incremental_typed,46,l0,0.17391304347826086,8,1.0,8,0.75,8,0.08333333333333333,semantic_error,0.0,66,12,inkling_baseten
incremental_typed,54,l0,0.037037037037037035,2,,0,0.16666666666666666,0,0.0,authorization_error,,66,12,deepseek_v4_1_flash_baseten
incremental_typed,54,l0,0.037037037037037035,2,,0,0.16666666666666666,0,0.0,semantic_error,,66,12,deepseek_v4_1_flash_baseten
incremental_typed,47,l1,0.1702127659574468,8,0.8571428571428571,6,0.5833333333333334,7,0.0,authorization_error,0.14285714285714285,66,12,inkling_baseten
incremental_typed,41,l1,0.2926829268292683,12,0.9230769230769231,12,0.9166666666666666,13,0.0,semantic_error,0.07692307692307693,66,12,inkling_baseten
incremental_typed,54,l1,0.037037037037037035,2,,0,0.16666666666666666,0,0.0,authorization_error,,66,12,deepseek_v4_1_flash_baseten
incremental_typed,51,l1,0.058823529411764705,3,1.0,3,0.25,3,0.0,semantic_error,0.0,66,12,deepseek_v4_1_flash_baseten
incremental_typed,49,l1,0.12244897959183673,6,0.8,4,0.4166666666666667,5,0.0,authorization_error,0.2,66,12,inkling_baseten
incremental_typed,38,l1,0.23684210526315788,9,0.9375,15,0.75,16,0.08333333333333333,semantic_error,0.0625,66,12,inkling_baseten
incremental_typed,54,l1,0.0,0,,0,0.0,0,0.0,authorization_error,,66,12,deepseek_v4_1_flash_baseten
incremental_typed,52,l1,0.019230769230769232,1,1.0,2,0.08333333333333333,2,0.0,semantic_error,0.0,66,12,deepseek_v4_1_flash_baseten
incremental_typed,48,l1,0.125,6,1.0,6,0.5,6,0.0,authorization_error,0.0,66,12,inkling_baseten
incremental_typed,38,l1,0.21052631578947367,8,1.0,16,0.75,16,0.08333333333333333,semantic_error,0.0,66,12,inkling_baseten
incremental_typed,54,l1,0.037037037037037035,2,,0,0.16666666666666666,0,0.0,authorization_error,,66,12,deepseek_v4_1_flash_baseten
incremental_typed,50,l1,0.08,4,1.0,4,0.3333333333333333,4,0.0,semantic_error,0.0,66,12,deepseek_v4_1_flash_baseten
incremental_typed,54,l2,0.1111111111111111,6,,0,0.5,0,0.0,authorization_error,,66,12,inkling_baseten
incremental_typed,52,l2,0.1346153846153846,7,1.0,2,0.5833333333333334,2,0.0,semantic_error,0.0,66,12,inkling_baseten
incremental_typed,54,l2,0.018518518518518517,1,,0,0.08333333333333333,0,0.0,authorization_error,,66,12,deepseek_v4_1_flash_baseten
incremental_typed,51,l2,0.058823529411764705,3,1.0,3,0.25,3,0.0,semantic_error,0.0,66,12,deepseek_v4_1_flash_baseten
incremental_typed,53,l2,0.1320754716981132,7,0.0,0,0.5,1,0.0,authorization_error,1.0,66,12,inkling_baseten
incremental_typed,39,l2,0.20512820512820512,8,1.0,15,0.8333333333333334,15,0.16666666666666666,semantic_error,0.0,66,12,inkling_baseten
incremental_typed,54,l2,0.018518518518518517,1,,0,0.08333333333333333,0,0.0,authorization_error,,66,12,deepseek_v4_1_flash_baseten
incremental_typed,54,l2,0.018518518518518517,1,,0,0.08333333333333333,0,0.0,semantic_error,,66,12,deepseek_v4_1_flash_baseten
incremental_typed,50,l2,0.12,6,1.0,4,0.5,4,0.0,authorization_error,0.0,66,12,inkling_baseten
incremental_typed,43,l2,0.18604651162790697,8,0.9090909090909091,10,0.6666666666666666,11,0.08333333333333333,semantic_error,0.09090909090909091,66,12,inkling_baseten
incremental_typed,54,l2,0.0,0,,0,0.0,0,0.0,authorization_error,,66,12,deepseek_v4_1_flash_baseten
incremental_typed,54,l2,0.0,0,,0,0.0,0,0.0,semantic_error,,66,12,deepseek_v4_1_flash_baseten
